path_id,t,S,VS,delta_S,delta_V,gain_S,gain_V,tc,cum_pnl
107,14,115.7862,4.7154,1.2152,2.1444,1.8271,-1.0448,0.0000,11.8471
107,15,117.3095,4.2184,1.2547,2.2143,-4.6802,9.5291,0.0000,16.6960
107,16,113.4583,8.6621,1.0223,1.6679,2.5868,6.0966,0.0001,25.3793
107,17,115.5200,11.4155,0.7914,0.9595,-1.9255,-2.0540,0.0002,21.3997
107,18,113.6367,10.1840,0.7648,0.7757,0.3482,-1.0368,0.0000,20.7111
107,19,114.0767,9.1034,0.8065,0.8418,-2.6534,4.7926,0.0000,22.8503
107,20,110.6073,15.2819,0.5715,0.2832,-0.9080,0.3329,0.0002,22.2750
107,21,109.4816,15.6773,0.5354,0.2270,-3.1725,1.0330,0.0000,20.1355
107,22,103.9306,19.3253,0.3681,-0.0478,2.3925,-2.2442,0.0001,20.2837
107,23,108.3991,9.4394,0.6754,0.5843,-1.3380,-0.0702,0.0002,18.8753
107,24,104.7641,10.9071,0.6821,0.5665,0.0228,1.2532,0.0000,20.1514
107,25,104.7980,13.0518,0.6037,0.3993,0.1488,1.5991,0.0000,21.8993
107,26,105.0161,15.8748,0.4872,0.1817,3.8104,-2.2767,0.0001,23.4329
107,27,111.3283,10.1725,0.7013,0.5973,-0.2704,0.3812,0.0001,23.5436
107,28,110.7731,12.2703,0.6615,0.4887,2.8295,-0.2660,0.0000,26.1071
107,29,114.8079,11.8251,0.6913,0.5374,-3.0126,-0.9930,0.0000,22.1015
108,0,100.0000,13.3333,0.5460,0.3838,-0.0000,0.0000,0.0002,-0.0002
108,1,92.9174,19.0156,0.3899,0.0096,-1.7982,-0.8146,0.0001,-2.6132
108,2,89.6237,16.8931,0.4348,0.1504,-1.1751,0.0343,0.0000,-3.7540
108,3,86.6097,20.4726,0.3110,-0.0926,-2.6511,0.0997,0.0001,-6.3055
108,4,80.5119,21.1354,0.2508,-0.1419,-0.6105,0.2338,0.0000,-6.6821
108,5,78.5491,18.6113,0.3060,-0.0241,0.6242,0.2560,0.0000,-5.8020
108,6,81.0375,16.8067,0.3716,0.0751,1.2332,0.1248,0.0000,-4.4441
108,7,85.0672,11.6313,0.5501,0.4131,0.7408,0.0911,0.0001,-3.6123
108,8,87.0605,12.8437,0.5259,0.3717,-0.3106,0.6856,0.0000,-3.2373
108,9,86.4959,14.5032,0.4711,0.2351,-0.6729,1.7181,0.0000,-2.1921
108,10,85.2164,19.1262,0.3224,-0.0791,1.0549,-0.3868,0.0001,-1.5241
108,11,87.4557,17.4810,0.3712,0.0473,-0.7732,0.0331,0.0000,-2.2642
108,12,85.0578,17.0620,0.3728,0.0429,-0.4203,0.0255,0.0000,-2.6589
108,13,83.9255,17.6019,0.3464,0.0044,0.6792,-0.2281,0.0000,-2.2078
108,14,85.7477,12.2864,0.5129,0.3295,-0.1099,0.0191,0.0001,-2.2987
108,15,85.4305,16.6049,0.3822,0.0466,1.5625,-2.0515,0.0001,-2.7878
108,16,88.4767,10.3781,0.5828,0.4739,0.3748,0.1289,0.0001,-2.2843
108,17,89.4573,13.1435,0.5204,0.3124,-3.6782,3.9496,0.0000,-2.0128
108,18,83.1463,21.4786,0.1996,-0.2592,-0.5543,0.4697,0.0002,-2.0977
108,19,82.0813,22.9820,0.1301,-0.1985,0.3238,1.8054,0.0000,0.0315
108,20,83.7030,16.0171,0.3249,0.0668,0.2802,1.0464,0.0001,1.3580
108,21,85.8572,10.7460,0.5372,0.4071,1.7158,-0.1923,0.0001,2.8814
108,22,91.1376,7.8692,0.6926,0.6989,-1.1860,1.5472,0.0001,3.2424
108,23,88.9297,11.6698,0.5653,0.4193,1.7376,-2.1434,0.0001,2.8367
108,24,91.4385,8.6029,0.6688,0.6417,2.4521,-1.2444,0.0000,4.0442
108,25,95.7762,5.6351,0.8259,0.9850,1.6370,-1.0449,0.0001,4.6362
108,26,98.2237,4.0068,0.9601,1.3306,-0.6841,0.4595,0.0000,4.4116
108,27,97.3953,4.4733,0.9887,1.4241,-2.8083,2.9863,0.0000,4.5895
108,28,94.4703,6.7176,0.8723,1.1483,-0.3497,-2.6214,0.0000,1.6184
108,29,94.1166,4.8769,0.9125,1.2276,-1.2829,3.1904,0.0000,3.5258
109,0,100.0000,13.3333,0.5460,0.3838,0.0000,-0.0000,0.0002,-0.0002
109,1,100.3578,12.3746,0.6217,0.5338,-0.7053,-0.1999,0.0000,-0.9055
109,2,99.0659,11.8536,0.6397,0.6301,-1.8679,1.5651,0.0000,-1.2084
109,3,96.0615,14.7858,0.5157,0.3196,4.8321,-3.8482,0.0001,-0.2246
109,4,103.6153,8.6790,0.7503,0.8635,-0.0992,0.1760,0.0001,-0.1478
109,5,103.4230,9.2299,0.7800,1.0233,3.6312,-1.9515,0.0000,1.5319
109,6,108.2627,6.9698,0.9147,1.3901,-2.1231,2.7085,0.0001,2.1172
109,7,105.5406,9.6166,0.8133,1.1932,1.2819,-0.0479,0.0000,3.3511
109,8,106.9420,9.5821,0.7946,1.0790,-4.7796,6.9854,0.0000,5.5569
109,9,101.0653,15.4362,0.5035,0.2907,-2.3621,3.7098,0.0002,6.9044
109,10,98.0925,18.8743,0.3982,-0.0018,0.6046,-0.5218,0.0001,6.9871
109,11,99.2933,17.0795,0.4507,0.1272,1.0180,0.0052,0.0000,8.0103
109,12,101.8495,14.1395,0.5506,0.3113,1.1621,-0.4462,0.0001,8.7261
109,13,104.4279,10.6302,0.6799,0.5871,0.8672,-0.1286,0.0001,9.4646
109,14,106.0029,10.2172,0.7172,0.6918,-1.4560,0.2977,0.0000,8.3064
109,15,103.8613,10.7242,0.6915,0.6501,5.6609,-3.3768,0.0000,10.5905
109,16,111.7544,5.8431,0.9141,1.1606,3.3198,-1.0986,0.0001,12.8117
109,17,116.5556,4.1534,1.0877,1.6584,-1.3790,1.7240,0.0001,13.1565
109,18,115.0470,5.6388,1.0852,1.7189,-0.9573,3.5951,0.0000,15.7943
109,19,114.1669,7.8066,0.9770,1.4396,5.0817,-2.0203,0.0001,18.8557
109,20,118.8497,6.6313,1.0075,1.4378,3.8956,-2.4138,0.0000,20.3374
109,21,122.8371,4.9545,1.1125,1.6646,3.4211,-4.2974,0.0000,19.4610
109,22,126.2329,1.9656,1.3155,2.1560,-0.9371,2.5613,0.0001,21.0851
109,23,125.3905,3.5043,1.3379,2.2235,-1.4998,7.7092,0.0000,27.2945
109,24,124.2504,7.0800,1.1567,1.7919,3.7106,6.1591,0.0001,37.1641
109,25,127.0238,9.8499,0.9451,1.1701,1.1214,1.1979,0.0001,39.4833
109,26,127.9933,10.5185,0.8376,0.8176,-1.4454,0.8888,0.0001,38.9266
109,27,126.4640,11.2781,0.8011,0.6901,-0.7153,0.2305,0.0000,38.4419
109,28,125.6101,11.5600,0.7817,0.6482,1.0434,-0.4565,0.0000,39.0287
109,29,126.9125,10.8985,0.8073,0.6999,-5.2066,0.5289,0.0000,34.3510
110,0,100.0000,13.3333,0.5460,0.3838,0.0000,-0.0000,0.0002,-0.0002
110,1,105.0870,6.0382,0.8449,1.1926,-0.0502,0.2156,0.0001,0.1651
110,2,104.9952,6.6000,0.9399,1.5806,0.8560,0.1813,0.0001,1.2024
110,3,106.0083,6.7520,0.9870,1.7543,-1.7499,0.2455,0.0000,-0.3021
110,4,104.1466,6.9073,0.9975,1.8023,0.6731,3.5500,0.0000,3.9211
110,5,104.8287,8.9309,0.9061,1.5534,1.4419,-10.5195,0.0001,-5.1566
110,6,106.2742,3.0943,1.1497,2.1065,-0.6732,3.3825,0.0001,-2.4474
110,7,105.5311,5.2718,1.1484,2.1422,1.9306,-1.1948,0.0000,-1.7116
110,8,107.2104,4.7046,1.1874,2.2146,2.8754,-0.0104,0.0000,1.1534
110,9,109.7142,4.6998,1.2130,2.2486,0.8791,-4.2780,0.0000,-2.2455
110,10,110.4546,2.7680,1.3222,2.4669,1.1779,-0.9776,0.0000,-2.0453
110,11,111.4257,2.3333,1.3983,2.6108,-3.6621,4.0357,0.0000,-1.6717
110,12,108.6560,3.9692,1.3429,2.4949,-0.4031,0.5175,0.0000,-1.5573
110,13,108.3678,4.1674,1.3002,2.3968,-0.3768,7.9226,0.0000,5.9885
110,14,108.0872,7.3429,1.1168,1.9649,0.2711,5.5846,0.0001,11.8440
110,15,108.2957,9.6730,0.8981,1.3751,-7.7869,15.3695,0.0001,19.4266
110,16,101.3232,17.4950,0.4333,0.1135,-2.4904,3.7969,0.0004,20.7326
110,17,98.5503,20.2561,0.3304,-0.0974,0.1031,-0.1697,0.0001,20.6660
110,18,98.7882,18.7611,0.3627,0.0020,-1.3923,0.0486,0.0000,19.3222
110,19,94.5742,18.2621,0.3507,-0.0045,0.8078,-0.0059,0.0000,20.1241
110,20,96.8014,15.2838,0.4474,0.1606,0.1366,-0.0012,0.0001,20.2594
110,21,97.1910,15.5598,0.4501,0.1472,-2.1568,-0.4582,0.0000,17.6444
110,22,92.3706,12.7069,0.5183,0.3276,-0.0271,-0.2973,0.0000,17.3199
110,23,92.3103,10.6873,0.5989,0.4850,0.6780,0.7502,0.0000,18.7480
110,24,93.6183,12.9773,0.5343,0.3335,-3.9807,2.4598,0.0000,17.2270
110,25,86.9714,18.0494,0.2914,-0.0645,-1.4372,-1.0440,0.0002,14.7458
110,26,84.2817,14.9193,0.3481,0.1142,-0.2955,-0.1669,0.0000,14.2833
110,27,83.2678,17.5064,0.2669,-0.0411,-0.1917,-0.1186,0.0001,13.9730
110,28,82.7171,16.4679,0.2808,0.0251,0.4656,-0.1279,0.0000,14.3107
110,29,84.4618,19.5761,0.2021,-0.1178,-0.1102,0.0041,0.0001,14.2046
111,0,100.0000,13.3333,0.5460,0.3838,0.0000,0.0000,0.0002,-0.0002
111,1,104.6478,13.6564,0.6054,0.4503,1.9784,-0.3606,0.0000,1.6176
111,2,108.2715,12.7169,0.6494,0.5491,-0.5319,0.7162,0.0000,1.8019
111,3,107.3928,14.3076,0.5944,0.4195,0.9138,-1.2721,0.0000,1.4435
111,4,108.7999,11.9909,0.6667,0.5788,3.8691,-1.9743,0.0000,3.3383
111,5,115.3094,7.2845,0.8931,1.1880,-2.7519,0.2854,0.0001,0.8716
111,6,111.1820,7.7775,0.9137,1.3847,0.9988,1.4580,0.0000,3.3284
111,7,112.3003,9.0047,0.8733,1.3011,-2.7938,1.9490,0.0000,2.4837
111,8,109.2425,10.4123,0.7797,1.0349,3.0536,0.7054,0.0001,6.2425
111,9,112.7390,10.9544,0.7457,0.8381,0.5569,0.8381,0.0000,7.6375
111,10,113.4532,11.7643,0.7082,0.6840,-0.9501,-0.6131,0.0000,6.0743
111,11,112.1791,11.0328,0.7244,0.6995,-4.4538,4.9722,0.0000,6.5928
111,12,105.8903,18.3022,0.4409,0.0464,-0.9103,0.5374,0.0002,6.2196
111,13,104.6336,19.0703,0.4175,0.0300,1.6001,-0.3425,0.0000,7.4772
111,14,108.2625,11.6898,0.6473,0.4936,3.8128,-0.1323,0.0001,11.1576
111,15,117.3951,7.2724,0.8663,0.9783,-0.7688,-0.5463,0.0001,9.8423
111,16,116.2074,6.1656,0.9733,1.3163,6.1863,-0.1046,0.0001,15.9239
111,17,123.3481,6.0586,1.0497,1.5288,-0.8360,0.5142,0.0000,15.6021
111,18,122.4891,6.4493,1.0587,1.5749,-2.2337,6.2151,0.0000,19.5835
111,19,120.3613,10.5147,0.8486,1.0186,11.5211,-11.0932,0.0001,20.0113
111,20,131.2441,3.4709,1.1351,1.6285,-0.9620,0.8055,0.0001,19.8547
111,21,130.1105,4.2617,1.2205,1.8996,-3.9008,8.2791,0.0000,24.2329
111,22,126.6740,9.3456,0.9931,1.3480,-13.4307,11.0148,0.0001,21.8169
111,23,115.6698,15.1441,0.6076,0.3746,0.2091,-6.1992,0.0003,15.8264
111,24,115.8803,10.5454,0.7434,0.6344,-4.9495,1.5087,0.0001,12.3856
111,25,107.7348,14.5724,0.5690,0.3066,-0.6325,1.4152,0.0001,13.1683
111,26,106.8840,16.8033,0.4627,0.1264,-0.9884,0.7734,0.0001,12.9532
111,27,105.1469,19.3261,0.3465,-0.0417,2.0808,-0.2967,0.0001,14.7372
111,28,109.6438,16.9794,0.4317,0.1093,1.5962,0.2371,0.0001,16.5704
111,29,114.2509,11.2965,0.6657,0.5111,-2.4818,0.4831,0.0001,14.5716
112,0,100.0000,13.3333,0.5460,0.3838,-0.0000,0.0000,0.0002,-0.0002
112,1,95.7211,20.4377,0.3641,-0.0607,-0.4050,-1.2400,0.0002,-1.6453
112,2,94.9793,17.2071,0.4505,0.1626,-0.6639,0.1058,0.0001,-2.2035
112,3,93.1559,15.4634,0.4930,0.2434,-1.2931,-0.0619,0.0000,-3.5585
112,4,90.2859,15.0826,0.4890,0.2496,3.1788,-0.5155,0.0000,-0.8951
112,5,96.7333,12.9647,0.5789,0.4153,0.2242,0.7528,0.0000,0.0818
112,6,97.1918,15.9810,0.4896,0.2128,5.0177,-2.2555,0.0001,2.8440
112,7,105.8590,10.5505,0.6839,0.6067,-0.1214,-0.1060,0.0001,2.6164
112,8,105.6110,10.0522,0.7345,0.7936,1.6357,-1.4656,0.0000,2.7864
112,9,108.0028,7.6366,0.8582,1.1332,-0.3111,1.8132,0.0001,4.2884
112,10,107.5792,9.9213,0.7799,0.9717,3.1269,-5.5897,0.0000,1.8255
112,11,111.2229,4.9888,1.0033,1.5272,-1.4942,2.6205,0.0001,2.9518
112,12,109.3071,7.6856,0.9389,1.4527,1.9114,-0.4113,0.0000,4.4518
112,13,111.2122,7.4163,0.9423,1.4328,-3.6875,2.9312,0.0000,3.6955
112,14,107.2846,9.4340,0.8195,1.1083,0.8579,4.4174,0.0001,8.9706
112,15,108.1951,12.5170,0.6501,0.5655,1.3462,2.9412,0.0001,13.2579
112,16,109.8378,15.1709,0.5619,0.2879,2.3798,-2.9450,0.0001,12.6927
112,17,113.4984,9.9636,0.7461,0.6693,0.9209,-0.2806,0.0001,13.3329
112,18,115.1375,8.9890,0.8137,0.8454,-0.5839,-1.5182,0.0000,11.2307
112,19,114.3549,6.7208,0.9184,1.1374,-3.3023,5.5188,0.0001,13.4472
112,20,110.2965,13.2486,0.6438,0.4940,6.9713,-6.5874,0.0002,13.8308
112,21,117.8868,7.4571,0.8510,0.8896,1.9079,1.0164,0.0001,16.7551
112,22,120.8503,9.5148,0.8326,0.8453,1.4215,-0.4498,0.0000,17.7268
112,23,122.5208,9.0093,0.8574,0.8839,-1.9198,1.1429,0.0000,16.9499
112,24,120.2152,10.3614,0.7999,0.7554,6.7131,-6.6209,0.0000,17.0420
112,25,128.0447,2.8712,1.0806,1.4381,3.6079,-0.0653,0.0001,20.5846
112,26,132.5553,2.7848,1.2546,1.8814,-0.9565,8.0250,0.0001,27.6530
112,27,131.6701,8.3650,1.0629,1.4084,-2.4403,-2.3167,0.0001,22.8958
112,28,129.7250,7.1336,1.0268,1.2842,-7.5132,6.6176,0.0000,22.0001
112,29,122.6562,11.8324,0.7716,0.6846,-2.0977,-4.1612,0.0002,15.7410
113,0,100.0000,13.3333,0.5460,0.3838,-0.0000,0.0000,0.0002,-0.0002
113,1,96.5119,16.1889,0.4924,0.2269,0.8010,-0.2796,0.0000,0.5211
113,2,97.9790,15.4604,0.5211,0.2776,2.5217,-0.0448,0.0000,2.9980
113,3,103.0999,15.2629,0.5500,0.3130,1.4616,-0.1703,0.0000,4.2893
113,4,105.9045,14.6493,0.5807,0.3663,-1.5802,0.3018,0.0000,3.0108
113,5,103.0316,15.6133,0.5366,0.2846,-1.0211,0.8863,0.0000,2.8760
113,6,101.2731,18.0328,0.4517,0.0999,2.4985,0.0067,0.0001,5.3811
113,7,105.9288,18.0565,0.4720,0.1293,-0.9579,0.1888,0.0000,4.6120
113,8,103.8080,19.9473,0.4045,0.0051,-3.8309,0.3923,0.0001,1.1734
113,9,95.6913,22.9813,0.2645,-0.2072,-2.0210,0.0242,0.0001,-0.8235
113,10,90.6951,27.7059,0.1089,-0.3775,3.8695,1.9670,0.0001,5.0130
113,11,105.3272,18.2133,0.4145,0.0947,-0.4122,0.1526,0.0002,4.7531
113,12,101.5409,17.8091,0.4379,0.0818,1.7269,-0.3051,0.0000,6.1750
113,13,105.7071,14.5867,0.5540,0.2985,0.3400,-0.0680,0.0001,6.4470
113,14,106.4836,13.7560,0.5893,0.3715,-1.6618,1.9662,0.0000,6.7514
113,15,103.4837,20.3421,0.3691,-0.0941,3.1747,-1.4911,0.0002,8.4348
113,16,108.8706,16.3284,0.5025,0.1921,2.6214,0.6564,0.0001,11.7125
113,17,115.9727,9.3512,0.7564,0.6888,2.8146,-1.0624,0.0001,13.4646
113,18,121.5740,3.8198,1.0234,1.3857,-0.0539,1.1859,0.0001,14.5964
113,19,121.5028,5.5415,1.0772,1.5920,-0.0675,2.0628,0.0000,16.5918
113,20,121.4369,7.0301,1.0317,1.4904,-2.4291,0.4373,0.0000,14.6000
113,21,119.1820,7.3048,0.9860,1.3608,-1.9049,-0.4221,0.0000,12.2730
113,22,117.3355,7.0216,0.9682,1.2951,-1.9050,-0.8894,0.0000,9.4785
113,23,115.4035,6.3680,0.9803,1.3196,-3.7863,5.7542,0.0000,11.4464
113,24,111.4927,10.8110,0.7562,0.7609,-5.0136,5.9322,0.0001,12.3649
113,25,106.3782,15.3064,0.5332,0.2364,-0.6054,0.2799,0.0002,12.0392
113,26,105.5776,15.6742,0.4893,0.1929,-1.2963,0.9851,0.0000,11.7280
113,27,103.1466,19.8411,0.3187,-0.0904,2.7991,0.1090,0.0001,14.6359
113,28,108.8677,20.4059,0.3197,-0.0595,1.6738,0.3298,0.0000,16.6395
113,29,114.1198,16.7567,0.4593,0.1366,0.4314,0.3163,0.0001,17.3871
114,0,100.0000,13.3333,0.5460,0.3838,-0.0000,-0.0000,0.0002,-0.0002
114,1,96.4569,12.1545,0.6120,0.5409,3.7180,-1.5143,0.0000,2.2035
114,2,103.2669,8.2091,0.7974,1.0598,1.8813,-0.7684,0.0001,3.3163
114,3,106.3408,6.7886,0.9246,1.4841,0.0176,-0.0461,0.0001,3.2878
114,4,106.3629,6.7452,0.9731,1.6873,-1.1421,2.9156,0.0000,5.0613
114,5,105.1277,8.7098,0.8986,1.5166,3.7004,-2.9595,0.0000,5.8022
114,6,108.9305,6.9559,0.9729,1.6504,-2.1166,1.5199,0.0000,5.2055
114,7,106.5752,7.9580,0.9349,1.5657,3.8127,-1.7549,0.0000,7.2633
114,8,110.4942,6.8947,0.9902,1.6581,3.9272,-6.1308,0.0000,5.0597
114,9,114.6947,2.9792,1.2146,2.1785,0.8650,-1.4903,0.0001,4.4344
114,10,115.5682,2.0804,1.3652,2.5221,-1.9576,10.5281,0.0000,13.0048
114,11,113.9566,6.9132,1.1990,2.1606,-4.4590,14.3846,0.0001,22.9304
114,12,110.6903,12.6165,0.8160,1.1722,-1.3993,8.3840,0.0003,29.9148
114,13,109.5232,16.4969,0.5100,0.2334,-0.6779,-2.1100,0.0003,27.1267
114,14,108.6925,14.6968,0.5647,0.3052,-2.9001,0.2711,0.0000,24.4977
114,15,103.0063,15.8584,0.5030,0.2010,-1.4203,0.1803,0.0000,23.2576
114,16,100.4912,16.4490,0.4684,0.1333,1.8458,-0.3801,0.0000,24.7233
114,17,104.1608,14.5582,0.5398,0.2697,2.3249,-0.5480,0.0000,26.5001
114,18,109.1246,10.4473,0.7075,0.6062,0.5992,-0.7846,0.0001,26.3145
114,19,110.2347,7.5380,0.8358,0.9207,-3.5324,1.9110,0.0001,24.6930
114,20,105.2422,10.6906,0.7085,0.6661,2.6345,-4.9410,0.0001,22.3864
114,21,108.3942,5.3239,0.9123,1.1297,-0.5597,-0.5271,0.0001,21.2995
114,22,107.6042,4.5327,1.0137,1.4531,4.4042,-3.4679,0.0000,22.2359
114,23,112.4319,1.4630,1.2383,2.0231,-0.1935,2.4943,0.0001,24.5366
114,24,112.2410,3.1794,1.2669,2.1152,-1.7424,1.0267,0.0000,23.8208
114,25,110.8339,3.6869,1.2520,2.0805,0.4112,-3.3132,0.0000,20.9187
114,26,111.1584,2.1205,1.3272,2.2355,-2.0644,5.6467,0.0000,24.5010
114,27,109.5095,4.8346,1.2123,1.9667,0.8945,-1.6543,0.0000,23.7411
114,28,110.1834,4.0946,1.1909,1.8862,-1.5761,3.6212,0.0000,25.7862
114,29,108.8834,5.9359,1.0711,1.5736,4.8117,-2.5252,0.0001,28.0726
115,0,100.0000,13.3333,0.5460,0.3838,0.0000,0.0000,0.0002,-0.0002
115,1,101.0863,13.6563,0.5882,0.4336,-0.9280,-1.9855,0.0000,-2.9137
115,2,99.3865,8.4832,0.7619,0.9682,3.8481,-1.2644,0.0001,-0.3300
115,3,105.9289,5.5674,0.9613,1.5758,-1.3718,4.0302,0.0001,2.3282
115,4,104.1282,9.7300,0.8285,1.3292,1.0315,-3.3899,0.0001,-0.0301
115,5,105.2013,7.5788,0.8986,1.4637,2.0557,-8.0613,0.0000,-6.0357
115,6,107.6827,1.5140,1.2108,2.2131,0.8434,-0.3026,0.0001,-5.4950
115,7,108.6212,1.3073,1.3779,2.6091,0.2854,1.1891,0.0000,-4.0204
115,8,108.8570,1.8446,1.4476,2.7484,-0.9601,1.3069,0.0000,-3.6736
115,9,108.1602,2.3455,1.4578,2.7602,2.7639,-1.8202,0.0000,-2.7299
115,10,110.0695,1.6832,1.4984,2.8216,1.6919,0.6558,0.0000,-0.3823
115,11,111.2301,1.9208,1.5089,2.8258,-2.3501,7.6096,0.0000,4.8772
115,12,109.6617,4.6177,1.3741,2.5470,2.6482,-2.7260,0.0000,4.7993
115,13,111.4167,3.6531,1.3500,2.4889,0.6958,6.2425,0.0000,11.7376
115,14,111.9230,6.1040,1.2173,2.1791,-5.4205,13.1203,0.0001,19.4373
115,15,107.9079,11.3754,0.8598,1.2783,-6.6890,0.0410,0.0002,12.7891
115,16,102.4129,11.3942,0.6811,0.7106,2.9980,-1.7413,0.0001,14.0457
115,17,105.8999,10.0320,0.7195,0.6978,0.2738,2.0097,0.0000,16.3291
115,18,106.3019,12.8604,0.6280,0.4555,0.5017,-0.8922,0.0001,15.9386
115,19,106.9991,11.5818,0.6709,0.5311,-0.7611,0.7709,0.0000,15.9483
115,20,105.7871,13.2743,0.6106,0.4027,1.7449,-1.7918,0.0000,15.9015
115,21,108.3879,9.9006,0.7296,0.6511,1.8411,-2.2977,0.0001,15.4448
115,22,111.4034,4.1944,0.9628,1.2357,0.4938,0.2344,0.0001,16.1729
115,23,112.0802,4.5544,1.0504,1.5142,4.4688,-2.2809,0.0000,18.3608
115,24,116.7217,2.7085,1.2095,1.9105,1.9043,1.1112,0.0001,21.3763
115,25,118.5347,3.4424,1.2550,2.0294,0.0674,2.2050,0.0000,23.6487
115,26,118.5904,4.5965,1.2186,1.9349,0.6392,2.1447,0.0000,26.4325
115,27,119.0997,5.6533,1.1453,1.7290,1.7031,-7.1364,0.0000,20.9992
115,28,120.4973,1.9651,1.3007,2.0669,3.4725,-0.4030,0.0000,24.0687
115,29,123.5292,1.7321,1.4002,2.2797,0.5488,-0.1157,0.0000,24.5016
116,0,100.0000,13.3333,0.5460,0.3838,0.0000,-0.0000,0.0002,-0.0002
116,1,104.4096,6.4412,0.8337,1.1600,3.5322,-1.4437,0.0001,2.0882
116,2,110.8793,2.6798,1.1193,1.9872,-1.3758,3.6710,0.0001,4.3832
116,3,109.2290,5.8443,1.1162,2.0809,-0.6787,2.3959,0.0000,6.1004
116,4,108.6227,7.0500,1.0733,1.9806,-1.7412,-7.3575,0.0000,-2.9983
116,5,107.0627,3.5142,1.2135,2.2939,1.9320,-0.5478,0.0000,-1.6142
116,6,108.8628,3.2376,1.3025,2.4777,-0.5956,3.0442,0.0000,0.8344
116,7,108.3720,4.5647,1.2837,2.4286,-5.2846,11.3153,0.0000,6.8651
116,8,104.3147,9.1315,1.0314,1.8540,2.4748,0.5196,0.0001,9.8593
116,9,106.2426,9.3455,0.8929,1.4576,-3.1660,9.2235,0.0001,15.9167
116,10,103.1728,14.3204,0.5819,0.5313,0.7712,-1.0676,0.0003,15.6200
116,11,104.0365,13.5880,0.5813,0.3897,1.0181,1.7799,0.0000,18.4179
116,12,105.7861,16.9383,0.4882,0.1542,1.8210,-0.8138,0.0001,19.4251
116,13,108.9189,14.8503,0.5642,0.3002,0.1691,0.3580,0.0000,19.9522
116,14,109.2653,17.1720,0.4971,0.1500,-0.0149,0.8875,0.0001,20.8248
116,15,109.2389,20.1283,0.4076,-0.0247,-3.0969,1.1798,0.0001,18.9076
116,16,103.0087,27.9914,0.1344,-0.4059,1.7281,0.2031,0.0002,20.8385
116,17,107.2481,19.7784,0.3632,0.0071,0.6065,3.4884,0.0002,24.9333
116,18,111.7610,11.1834,0.6604,0.5070,-1.4804,0.0423,0.0002,23.4950
116,19,107.6852,17.1403,0.4809,0.1184,-4.8913,1.1239,0.0001,19.7275
116,20,100.2792,19.3572,0.3549,-0.0428,-1.6222,0.0895,0.0001,18.1948
116,21,96.9056,20.1136,0.2995,-0.0817,-2.2317,0.0904,0.0000,16.0534
116,22,90.6168,18.0036,0.3143,-0.0058,-0.3754,-0.1064,0.0000,15.5716
116,23,89.3637,19.3056,0.2682,-0.0832,-0.0927,0.0066,0.0000,15.4855
116,24,89.0687,18.1670,0.2895,-0.0239,0.0725,0.4665,0.0000,16.0245
116,25,89.3391,12.5598,0.4696,0.2814,-0.5643,-0.0593,0.0001,15.4008
116,26,87.3903,15.0397,0.3962,0.1326,-0.9176,-0.1669,0.0000,14.3162
